40.21,205.72
53.53,206.41
37.55,202.12
34.78,208.45
38.38,205.49
33.09,201.49
37.86,206.14
39.65,208.45
33.94,207.84
35.16,198.74
44.9,204.88
50.43,207.32
37.86,204.02
36.28,202.58
43.64,204.93
35.9,198.1
38.05,203.26
45.52,205.81
36.0,204.15
29.89,211.54
46.81,200.41
56.43,196.76
35.48,202.33
35.34,211.93
35.71,205.85
45.65,206.26
51.23,212.54
35.7,207.14
33.63,203.32
37.55,202.42
